# ts x y z Fx Fy Fz x1 y1 z1 x2 y2 z2
1331250 0.182305 0.19727 0.197514 2.17601 3.76637 -0.141924 0.180655 0.194478 0.198141 0.18481 0.201508 0.196562
1331250 0.185757 0.19568 0.187872 7.14278 3.64356 4.13268 0.182426 0.194675 0.186035 0.189314 0.196753 0.189834
1331250 0.183419 0.192947 0.197185 -16.7527 9.10262 2.59525 0.18719 0.190859 0.195881 0.180655 0.194478 0.198141
1331250 0.188993 0.199219 0.19811 -11.9104 5.6823 -2.19307 0.192927 0.197067 0.199566 0.18481 0.201508 0.196562
1331250 0.186509 0.199656 0.188665 -2.55607 1.90781 -1.05624 0.189314 0.196753 0.189834 0.183731 0.202531 0.187506
1331250 0.18354 0.191778 0.208188 10.5333 5.55184 7.22463 0.180432 0.18985 0.205149 0.186172 0.193412 0.210763
1331250 0.194412 0.18166 0.181422 4.71455 5.34762 -0.773482 0.191316 0.178956 0.181494 0.196928 0.183855 0.181364
1331250 0.19807 0.186373 0.183235 -2.99203 -11.1389 -6.57 0.199427 0.189365 0.185457 0.196928 0.183855 0.181364
1331250 0.199842 0.183223 0.182868 -0.8505 0.167166 -0.625335 0.202909 0.182559 0.184451 0.196928 0.183855 0.181364
1331250 0.201471 0.179421 0.183786 0.251877 0.909397 0.160027 0.199411 0.174929 0.182834 0.202909 0.182559 0.184451
1331250 0.185895 0.178984 0.191089 1.03942 5.95173 3.40356 0.185795 0.176247 0.189124 0.186022 0.182459 0.193584
1331250 0.192909 0.184045 0.187214 -2.21438 3.12193 -0.682716 0.195637 0.181238 0.188111 0.18919 0.187873 0.185991
1331250 0.186591 0.186552 0.194703 -0.0520562 -6.29721 -1.0752 0.18719 0.190859 0.195881 0.186022 0.182459 0.193584
1331250 0.197943 0.1824 0.191185 10.3043 4.92351 9.89678 0.195637 0.181238 0.188111 0.200811 0.183845 0.195008
1331250 0.19673 0.18272 0.205799 -7.50341 -11.6546 2.43254 0.199512 0.18583 0.204919 0.193579 0.179198 0.206796
1331250 0.188245 0.179764 0.214203 11.0846 13.7701 8.73237 0.185341 0.177228 0.212152 0.191787 0.182857 0.216703
1331250 0.203359 0.18579 0.203077 10.7026 -0.0386825 -3.16992 0.199512 0.18583 0.204919 0.207032 0.185751 0.201319
1331250 0.200043 0.188223 0.208409 0.157183 -3.67353 -6.12392 0.200638 0.19091 0.212328 0.199512 0.18583 0.204919
1331250 0.196002 0.185599 0.218467 0.0295986 0.0269306 0.0162601 0.191787 0.182857 0.216703 0.19879 0.187412 0.219634
1331250 0.19658 0.182098 0.214505 -7.8699 1.04492 5.22983 0.200763 0.181435 0.212586 0.191787 0.182857 0.216703
1331250 0.18926 0.192897 0.188165 0.0577428 4.19543 1.07012 0.18919 0.187873 0.185991 0.189314 0.196753 0.189834
1331250 0.197646 0.190352 0.188859 -6.20223 3.69765 18.0178 0.199427 0.189365 0.185457 0.195619 0.191477 0.192734
1331250 0.188289 0.193909 0.192752 0.565476 3.52242 -2.95201 0.18719 0.190859 0.195881 0.189314 0.196753 0.189834
1331250 0.189993 0.193892 0.197682 1.96521 2.78074 1.09116 0.18719 0.190859 0.195881 0.192927 0.197067 0.199566
