# ts x y z Fx Fy Fz x1 y1 z1 x2 y2 z2
5793750 0.168452 0.183428 0.179155 5.22691 3.90575 1.41181 0.16558 0.181265 0.178959 0.171344 0.185605 0.179352
5793750 0.164965 0.17912 0.197884 19.1913 9.54982 -0.798943 0.160106 0.176714 0.197222 0.168166 0.180706 0.19832
5793750 0.164855 0.185703 0.191017 -1.78619 3.68639 1.06288 0.166249 0.181068 0.189941 0.163751 0.189377 0.191871
5793750 0.171723 0.181066 0.198743 -21.1947 -3.85789 -5.64771 0.177751 0.181677 0.199462 0.168166 0.180706 0.19832
5793750 0.166873 0.186727 0.201951 -4.62661 -0.0449096 -2.14691 0.170012 0.18686 0.202851 0.162007 0.18652 0.200557
5793750 0.16444 0.191061 0.185352 -6.00028 6.82864 2.51089 0.167083 0.188272 0.184907 0.161805 0.193843 0.185795
5793750 0.162769 0.191631 0.188805 -1.4982 5.5209 -5.54817 0.163751 0.189377 0.191871 0.161805 0.193843 0.185795
5793750 0.165555 0.191534 0.194616 3.29156 5.73148 5.3798 0.163751 0.189377 0.191871 0.167186 0.193484 0.197097
5793750 0.164556 0.195457 0.19844 6.60416 -7.00678 -3.91058 0.161621 0.197659 0.199939 0.167186 0.193484 0.197097
5793750 0.169282 0.186895 0.18204 6.62994 -4.70126 -6.60126 0.167083 0.188272 0.184907 0.171344 0.185605 0.179352
5793750 0.170498 0.192485 0.197903 -7.3097 2.91722 -0.752062 0.174356 0.191321 0.198841 0.167186 0.193484 0.197097
5793750 0.170514 0.199338 0.195354 -3.28981 5.81155 5.28878 0.172655 0.196856 0.192483 0.168454 0.201728 0.198116
5793750 0.167571 0.196486 0.214825 -12.2472 -6.90892 -1.10597 0.170818 0.197911 0.214666 0.163126 0.194535 0.215042
5793750 0.176513 0.188191 0.170179 4.65169 11.1924 -3.15044 0.174067 0.184263 0.171484 0.178675 0.191664 0.169024
5793750 0.172393 0.188644 0.177678 1.09144 6.04833 -3.90714 0.171344 0.185605 0.179352 0.173595 0.192126 0.17576
5793750 0.182388 0.184552 0.1829 2.43646 -4.10804 1.19102 0.180063 0.188222 0.182515 0.184249 0.181615 0.183208
5793750 0.187531 0.180731 0.182425 -20.2397 2.95094 7.1701 0.191398 0.179689 0.181502 0.184249 0.181615 0.183208
5793750 0.179342 0.186631 0.202654 -2.27037 -6.88164 -2.99451 0.180581 0.190491 0.205142 0.177751 0.181677 0.199462
5793750 0.172184 0.179773 0.206717 -1.98133 5.62466 1.63869 0.172916 0.17617 0.206031 0.171594 0.18268 0.207271
5793750 0.170835 0.184687 0.205149 0.883773 -3.62444 2.84076 0.170012 0.18686 0.202851 0.171594 0.18268 0.207271
5793750 0.171929 0.188829 0.201082 2.81642 3.57309 -3.88571 0.170012 0.18686 0.202851 0.174356 0.191321 0.198841
5793750 0.172172 0.184974 0.209144 -1.42398 -6.54033 -3.77255 0.172985 0.188202 0.211778 0.171594 0.18268 0.207271
5793750 0.180292 0.181061 0.229235 1.10685 8.41444 4.99428 0.179182 0.177338 0.226475 0.181103 0.183779 0.231251
5793750 0.17905 0.185125 0.233717 -8.67871 8.97574 13.6152 0.181103 0.183779 0.231251 0.176311 0.18692 0.237006
5793750 0.181721 0.1871 0.217572 -1.45927 -1.72365 0.0152987 0.183721 0.190374 0.217401 0.178938 0.182544 0.217811
5793750 0.18144 0.186225 0.228798 2.74928 11.2534 -8.69169 0.181103 0.183779 0.231251 0.181883 0.189446 0.225569
5793750 0.183529 0.18133 0.231726 11.2695 -8.31973 2.5743 0.181103 0.183779 0.231251 0.186347 0.178485 0.232279
5793750 0.172075 0.19329 0.172076 5.39782 -2.66328 17.0024 0.170522 0.19448 0.16831 0.173595 0.192126 0.17576
5793750 0.180146 0.192058 0.180438 0.260353 1.29621 -0.669893 0.180063 0.188222 0.182515 0.180218 0.195371 0.178645
5793750 0.17676 0.190942 0.183367 1.05033 -1.05168 -0.499791 0.173364 0.193737 0.184242 0.180063 0.188222 0.182515
5793750 0.177068 0.193828 0.177273 10.3378 5.81386 2.6983 0.173595 0.192126 0.17576 0.180218 0.195371 0.178645
5793750 0.177863 0.193455 0.198335 12.71 8.94621 0.329607 0.174356 0.191321 0.198841 0.180662 0.195159 0.19793
5793750 0.183428 0.193595 0.197033 -11.3499 8.21988 5.81998 0.1872 0.191461 0.195808 0.180662 0.195159 0.19793
5793750 0.188986 0.199874 0.198044 -13.6131 10.8143 -6.87084 0.192878 0.197701 0.199579 0.184847 0.202183 0.196412
5793750 0.175464 0.191623 0.212195 2.57588 4.29434 1.18326 0.172985 0.188202 0.211778 0.178059 0.195205 0.212631
5793750 0.174034 0.196709 0.213763 -6.26358 3.59986 1.98237 0.178059 0.195205 0.212631 0.170818 0.197911 0.214666
5793750 0.182357 0.194558 0.211711 12.5273 -1.31675 -0.709054 0.178059 0.195205 0.212631 0.186254 0.193971 0.210877
5793750 0.184957 0.19213 0.214217 3.47428 5.7577 -7.27854 0.183721 0.190374 0.217401 0.186254 0.193971 0.210877
5793750 0.18874 0.179657 0.164492 8.4395 6.38999 11.0134 0.187332 0.17832 0.161794 0.190379 0.181215 0.167633
5793750 0.196671 0.181694 0.162692 5.81816 1.75366 9.37041 0.194949 0.18165 0.159482 0.198888 0.181751 0.166827
5793750 0.188108 0.180827 0.170744 -9.25907 -0.91322 9.23154 0.190379 0.181215 0.167633 0.185141 0.180322 0.174808
5793750 0.198251 0.185542 0.164137 6.68112 -18.406 12.342 0.197612 0.189336 0.161443 0.198888 0.181751 0.166827
5793750 0.191957 0.184652 0.168461 -1.63036 -4.47033 -0.373841 0.193601 0.188232 0.169324 0.190379 0.181215 0.167633
5793750 0.197233 0.184343 0.178022 2.89493 -0.69412 26.0005 0.197356 0.184217 0.174507 0.197116 0.184463 0.181355
5793750 0.198243 0.186924 0.183309 -3.24639 -13.2385 -9.15185 0.199582 0.189847 0.18563 0.197116 0.184463 0.181355
5793750 0.199437 0.186587 0.17294 1.93756 1.9802 -0.889469 0.197356 0.184217 0.174507 0.202438 0.190006 0.170679
5793750 0.194098 0.178853 0.190222 -3.42012 -10.8843 7.46658 0.195702 0.181843 0.188077 0.192704 0.176254 0.192087
5793750 0.18596 0.179522 0.191141 0.971481 5.00417 2.7227 0.185748 0.176778 0.189194 0.18623 0.183006 0.193614
5793750 0.192956 0.184655 0.187248 -1.60923 2.28146 -0.508031 0.195702 0.181843 0.188077 0.189214 0.188488 0.186118
5793750 0.198033 0.182996 0.191136 6.54098 3.85213 10.7051 0.195702 0.181843 0.188077 0.200933 0.18443 0.194939
5793750 0.188217 0.1804 0.214163 13.6751 15.3631 8.83872 0.185278 0.177929 0.212081 0.1918 0.183411 0.216701
