# ts x y z Fx Fy Fz x1 y1 z1 x2 y2 z2
2043750 0.185795 0.196585 0.187859 12.8077 3.89287 10.0307 0.182482 0.195518 0.186024 0.189333 0.197724 0.189817
2043750 0.18339 0.193911 0.197131 -13.2462 7.63292 2.01908 0.187172 0.191829 0.195849 0.180618 0.195437 0.198072
2043750 0.188958 0.200189 0.198092 -9.54513 3.88574 -2.06918 0.192895 0.198039 0.199543 0.184771 0.202476 0.196549
2043750 0.183586 0.192694 0.208163 11.0307 6.07331 7.66526 0.18049 0.190788 0.205098 0.186208 0.194309 0.21076
2043750 0.194407 0.182608 0.181397 13.921 11.6616 2.59685 0.191327 0.179887 0.181457 0.196908 0.184818 0.181349
2043750 0.198055 0.187333 0.18322 -9.571 -13.532 -10.6538 0.199416 0.190321 0.185443 0.196908 0.184818 0.181349
2043750 0.199818 0.184186 0.182862 -3.33077 0.684956 -1.09662 0.202879 0.183521 0.184455 0.196908 0.184818 0.181349
2043750 0.194072 0.17914 0.190204 -2.93358 -3.859 2.73473 0.195624 0.182188 0.1881 0.192723 0.176491 0.192032
2043750 0.185913 0.179939 0.19111 4.88275 26.5386 15.1956 0.185789 0.177203 0.189148 0.186069 0.183412 0.193602
2043750 0.192892 0.184996 0.187222 -8.98886 6.9203 -3.4864 0.195624 0.182188 0.1881 0.189167 0.188825 0.186026
2043750 0.197938 0.183357 0.191167 3.27496 0.781808 3.6881 0.195624 0.182188 0.1881 0.200815 0.184812 0.194981
2043750 0.188238 0.180671 0.214188 12.658 7.69428 8.91182 0.18535 0.178134 0.212114 0.19176 0.183764 0.216717
2043750 0.196547 0.183031 0.214499 -6.48068 0.541665 1.90028 0.200727 0.18239 0.212564 0.19176 0.183764 0.216717
2043750 0.197647 0.191317 0.188849 -9.47877 2.85239 13.3184 0.199416 0.190321 0.185443 0.195632 0.192453 0.192727
2043750 0.192369 0.195183 0.19122 -19.7488 18.7512 -5.3453 0.195632 0.192453 0.192727 0.189333 0.197724 0.189817
2043750 0.196559 0.195562 0.189587 -3.909 -10.6414 8.05656 0.197552 0.198897 0.186218 0.195632 0.192453 0.192727
2043750 0.194293 0.195185 0.196062 3.91084 -17.012 -21.2145 0.192895 0.198039 0.199543 0.195632 0.192453 0.192727
2043750 0.19507 0.195619 0.202956 2.30784 -2.94507 5.36817 0.192895 0.198039 0.199543 0.196639 0.193874 0.205417
2043750 0.192646 0.198985 0.204155 -0.700194 0.68326 15.5591 0.192895 0.198039 0.199543 0.192404 0.199907 0.208643
