# ts x y z Fx Fy Fz x1 y1 z1 x2 y2 z2
3612500 0.182172 0.179022 0.198373 -25.6091 15.9013 5.08384 0.186065 0.175632 0.197447 0.177642 0.182966 0.199451
3612500 0.185838 0.19757 0.187841 14.8042 3.31962 11.0466 0.18253 0.196515 0.185992 0.189371 0.198696 0.189814
3612500 0.183395 0.194893 0.19708 -17.9111 8.55562 2.70842 0.187175 0.192793 0.195825 0.180624 0.196433 0.198
3612500 0.188965 0.201159 0.198071 -10.8647 7.43215 -6.39718 0.192881 0.198995 0.199556 0.1848 0.20346 0.196492
3612500 0.194442 0.183612 0.181382 15.2134 9.98863 -1.83848 0.191336 0.180922 0.181436 0.196966 0.185797 0.181337
3612500 0.198121 0.188283 0.183242 -6.38403 -11.1952 -12.0547 0.199492 0.191237 0.185504 0.196966 0.185797 0.181337
3612500 0.194064 0.180122 0.190218 -2.62903 -3.43069 2.37748 0.195641 0.183137 0.188086 0.192693 0.177501 0.192071
3612500 0.185897 0.180895 0.191113 -0.566353 26.6156 25.6581 0.18573 0.178161 0.189152 0.18611 0.184366 0.193603
3612500 0.192908 0.18595 0.187225 -8.21704 6.27706 -3.03174 0.195641 0.183137 0.188086 0.189182 0.189785 0.186052
3612500 0.197976 0.184317 0.191133 2.14364 0.925877 3.7683 0.195641 0.183137 0.188086 0.200879 0.185785 0.194922
3612500 0.18823 0.18168 0.214175 14.0813 8.71149 10.8083 0.185331 0.179168 0.212087 0.191766 0.184742 0.216721
3612500 0.197697 0.192257 0.188891 -5.30662 3.13109 7.22993 0.199492 0.191237 0.185504 0.195654 0.193418 0.192747
3612500 0.192399 0.196152 0.191228 -23.6479 17.7081 -5.80558 0.195654 0.193418 0.192747 0.189371 0.198696 0.189814
3612500 0.196613 0.196507 0.189597 -3.93452 -15.9726 11.7486 0.197642 0.19982 0.186219 0.195654 0.193418 0.192747
3612500 0.194297 0.196146 0.196078 9.79062 -14.1811 -24.6817 0.192881 0.198995 0.199556 0.195654 0.193418 0.192747
3612500 0.195069 0.196578 0.202961 8.32504 -7.14305 8.83853 0.192881 0.198995 0.199556 0.196647 0.194835 0.205416
3612500 0.192663 0.199921 0.204173 1.80504 3.31933 15.688 0.192881 0.198995 0.199556 0.192451 0.200823 0.208667
3612500 0.196235 0.201535 0.197423 0.701272 0.366068 -0.353167 0.192881 0.198995 0.199556 0.200017 0.204399 0.195017
3612500 0.198135 0.189793 0.19378 -31.7409 40.9173 -20.6313 0.200879 0.185785 0.194922 0.195654 0.193418 0.192747
3612500 0.202418 0.193054 0.183536 6.04999 3.50032 -5.60181 0.199492 0.191237 0.185504 0.207423 0.196161 0.180171
3612500 0.203 0.190424 0.187169 6.42391 -1.22822 1.8705 0.199492 0.191237 0.185504 0.206695 0.189568 0.188922
3612500 0.199086 0.203152 0.183016 6.40278 13.055 -17.519 0.197642 0.19982 0.186219 0.20051 0.206437 0.179858
3612500 0.189121 0.197878 0.209799 22.3632 14.2749 -5.48164 0.186198 0.195293 0.210793 0.192451 0.200823 0.208667
3612500 0.199592 0.190759 0.21648 -1.8875 -2.07838 4.28458 0.200631 0.192805 0.212278 0.198827 0.189254 0.219573
3612500 0.200729 0.181368 0.192598 0.0852561 -7.3453 -5.44672 0.200879 0.185785 0.194922 0.200625 0.17833 0.191
3612500 0.210167 0.184173 0.192342 8.97104 10.286 9.53018 0.20763 0.181359 0.190504 0.212631 0.186905 0.194126
3612500 0.202036 0.183051 0.198937 3.24258 -4.45747 9.17603 0.200879 0.185785 0.194922 0.202925 0.180949 0.202022
3612500 0.204276 0.186818 0.198432 13.4236 4.5371 10.1718 0.200879 0.185785 0.194922 0.207047 0.187661 0.201294
3612500 0.211157 0.190718 0.194022 2.51197 -11.5248 0.736504 0.210048 0.193583 0.193943 0.212631 0.186905 0.194126
3612500 0.214207 0.18945 0.19134 -9.05592 -10.303 15.8886 0.216079 0.192474 0.188029 0.212631 0.186905 0.194126
3612500 0.205808 0.180682 0.204543 -0.806101 0.20655 -0.591172 0.208879 0.180397 0.207229 0.202925 0.180949 0.202022
3612500 0.206725 0.18743 0.205348 1.10641 1.26787 -6.53372 0.206463 0.187242 0.208635 0.207047 0.187661 0.201294
3612500 0.200887 0.179238 0.210468 -0.893003 -27.5521 -19.6192 0.200739 0.183377 0.212576 0.201049 0.174673 0.208143
3612500 0.208055 0.185645 0.211046 5.711 -4.67163 10.6357 0.206463 0.187242 0.208635 0.209504 0.18419 0.213242
3612500 0.204086 0.185637 0.210272 -5.54163 -3.24606 5.06868 0.206463 0.187242 0.208635 0.200739 0.183377 0.212576
3612500 0.210628 0.189595 0.201401 -21.666 -10.5984 -4.38127 0.215363 0.192152 0.201542 0.207047 0.187661 0.201294
3612500 0.20702 0.190413 0.207898 4.2674 13.7015 -1.85576 0.206463 0.187242 0.208635 0.207738 0.194499 0.206948
3612500 0.212286 0.184093 0.214381 5.01068 -0.284212 1.18103 0.209504 0.18419 0.213242 0.216008 0.183964 0.215905
3612500 0.205185 0.197126 0.198648 -4.84153 -3.13867 0.395281 0.208736 0.200173 0.197918 0.201789 0.194213 0.199347
3612500 0.208627 0.191881 0.191815 -4.73061 -6.01178 -5.32229 0.210048 0.193583 0.193943 0.206695 0.189568 0.188922
3612500 0.212575 0.195301 0.194279 5.27595 2.51726 0.940554 0.210048 0.193583 0.193943 0.215116 0.197029 0.194617
3612500 0.209532 0.196177 0.195507 -4.26584 11.903 9.30554 0.210048 0.193583 0.193943 0.208736 0.200173 0.197918
