# x y z sigma_xx sigma_xy sigma_xz sigma_yy sigma_yz sigma_zz
0.011111 0.011028 0.011111 -38136.620029 -4604.366685 3638.832708 -39964.020376 -5187.845409 -39896.330341
0.033333 0.011028 0.011111 -84693.830734 -20652.676544 -7266.064623 -52574.783118 -8079.706852 -59514.770196
0.055556 0.011028 0.011111 -54796.155451 23535.467936 -5440.559505 -61598.826476 -10602.663486 -45817.327808
0.077778 0.011028 0.011111 -68615.548722 9811.462639 -2340.625569 -29696.446451 -3124.292551 -33964.823315
0.100000 0.011028 0.011111 -73951.401728 -12148.082778 -9543.578649 -51515.763497 -34151.623416 -42788.935444
0.122222 0.011028 0.011111 -63443.999075 10186.370209 -4092.061696 -36911.117571 -14767.761016 -58100.355566
0.144444 0.011028 0.011111 -99939.930166 -5494.219297 4381.864476 -46596.687404 -13368.597058 -47057.611365
0.166667 0.011028 0.011111 -112708.385310 -22541.081642 -3116.021922 -46779.548092 -10334.590416 -57338.100354
0.188889 0.011028 0.011111 -127820.484710 -11635.977572 1041.576521 -72516.692064 -19922.545285 -30862.443401
0.211111 0.011028 0.011111 -86477.855395 -9596.405064 -6237.984368 -58534.675442 2159.028918 -27494.944273
0.233333 0.011028 0.011111 -90943.068701 32411.607437 -1481.798330 -75973.215987 -28982.391561 -62297.412817
0.255556 0.011028 0.011111 -87621.683206 23390.834086 -14704.799647 -33255.172310 15638.933168 -61793.811170
0.277778 0.011028 0.011111 -99118.542302 -9827.122711 25696.854269 -58129.867751 -17547.411419 -36173.233771
0.300000 0.011028 0.011111 -100778.994730 -14622.577131 5046.844550 -49571.015013 -2296.014362 -53062.164503
0.322222 0.011028 0.011111 -87423.863654 -3649.351002 15170.340186 -48475.295002 -37208.345824 -34144.158409
0.344444 0.011028 0.011111 -88325.173128 8101.810089 4009.570765 -38936.021859 -11942.074897 -86209.713264
0.366667 0.011028 0.011111 -72546.832458 13884.838458 18789.644494 -52848.047764 -4683.968104 -25831.950271
0.388889 0.011028 0.011111 -31082.915441 -5791.877576 6937.533503 -60565.256351 -10274.874337 -54789.022895
0.011111 0.033083 0.011111 -84969.381464 -7022.060739 -1633.127766 -82218.667038 -1821.365413 -74632.762135
0.033333 0.033083 0.011111 -121689.396640 14136.715150 1227.390598 -81713.300244 -22860.457149 -42705.067788
0.055556 0.033083 0.011111 -94829.660531 -2753.671148 -15674.819514 -85870.067444 4434.762451 -30937.634807
0.077778 0.033083 0.011111 -88445.990292 4266.291666 -24814.919782 -108250.418120 -7428.448363 -86098.457121
0.100000 0.033083 0.011111 -97776.297989 9996.043333 -5373.362597 -113195.487010 -571.674042 -97907.057305
0.122222 0.033083 0.011111 -111783.980340 7513.385706 -9979.919054 -90526.840612 -15904.341635 -40959.268309
0.144444 0.033083 0.011111 -79230.054390 12963.868383 -22013.446824 -91425.841695 -40048.035367 -45850.253591
0.166667 0.033083 0.011111 -85087.350486 40853.262911 18472.766445 -101384.198310 11352.957177 -100834.226820
0.188889 0.033083 0.011111 -108822.034210 1619.825611 15208.874057 -134982.951510 3363.967616 -75950.729644
0.211111 0.033083 0.011111 -160623.072290 13491.652303 19331.563324 -120560.366200 8667.436467 -49627.021561
0.233333 0.033083 0.011111 -209996.300930 -7864.606489 -17032.576674 -127734.120640 14162.530803 -60851.360323
0.255556 0.033083 0.011111 -138051.739360 -3694.774789 -21564.875973 -108118.214080 6526.174839 -53934.681021
0.277778 0.033083 0.011111 -120262.042130 3628.324812 -14143.325860 -83472.392764 -4079.078980 -58480.448409
0.300000 0.033083 0.011111 -173009.519750 -18734.303668 -7529.155580 -144562.920320 3941.439868 -73032.575534
0.322222 0.033083 0.011111 -132095.627690 -1232.645497 -30342.930920 -82734.248032 -16749.769933 -61146.003185
0.344444 0.033083 0.011111 -107234.233300 3569.167657 -1275.595989 -98221.002513 14067.882418 -63863.872835
0.366667 0.033083 0.011111 -84703.522065 11310.515881 -8237.633621 -80538.762624 -613.111201 -27223.626137
0.388889 0.033083 0.011111 -61056.146867 5161.607252 -770.315266 -117466.789360 -436.175169 -67339.450158
0.011111 0.055139 0.011111 -50476.697501 7845.156762 23567.704003 -112701.810560 16224.143428 -58262.294541
0.033333 0.055139 0.011111 -119400.742190 36865.812543 13513.988307 -93821.113733 16281.949928 -52339.361859
0.055556 0.055139 0.011111 -96360.989406 24403.152425 10223.434408 -72016.912279 17732.351000 -74379.779401
0.077778 0.055139 0.011111 -90533.423561 10803.942355 10563.173583 -119490.008350 341.098932 -44690.413471
0.100000 0.055139 0.011111 -68797.970179 10887.247276 -9122.572014 -82154.595663 4362.180704 -99061.844814
0.122222 0.055139 0.011111 -97476.964220 18697.508530 3567.808326 -109516.808490 -27432.896221 -26948.252535
0.144444 0.055139 0.011111 -126069.578770 28378.781216 -16094.644495 -114658.103570 202.187176 -69710.530189
0.166667 0.055139 0.011111 -94568.360026 23057.934077 -16617.093305 -75554.597018 -3686.723761 -62397.796483
0.188889 0.055139 0.011111 -113104.646300 8345.823159 21455.773385 -109635.528690 -10956.002288 -85109.405045
0.211111 0.055139 0.011111 -131178.357690 6927.181085 -19900.297310 -87473.079292 3978.031142 -56077.240052
0.233333 0.055139 0.011111 -88267.596041 -400.594139 11689.433533 -108652.835900 26215.574802 -80339.819123
0.255556 0.055139 0.011111 -123663.701020 3019.799316 19464.132530 -99724.633216 -2497.357745 -61683.462274
0.277778 0.055139 0.011111 -133919.240080 -18310.032253 21881.538804 -150916.700630 12688.494998 -72637.508721
0.300000 0.055139 0.011111 -111523.081630 21822.723095 30248.538133 -79631.074407 -23403.038059 -45720.688369
0.322222 0.055139 0.011111 -149481.279920 6695.677642 -15756.362395 -89981.878785 4439.676567 -50601.681576
0.344444 0.055139 0.011111 -112908.621160 -12139.237109 -9921.788044 -78044.727600 4205.737996 -66720.213502
0.366667 0.055139 0.011111 -137744.564360 -17778.551604 21018.952588 -117681.923600 -2177.657236 -49531.750132
0.388889 0.055139 0.011111 -106163.829970 -3406.290526 -8241.015226 -118851.940600 2280.883117 -58275.558367
0.011111 0.077194 0.011111 -76545.286827 16782.738715 -20783.373167 -86265.518239 -9527.535168 -53636.129946
0.033333 0.077194 0.011111 -135061.446820 7357.889015 -992.181541 -143189.647370 16244.652405 -60855.275255
0.055556 0.077194 0.011111 -120362.582400 11838.793381 20491.198772 -142554.975110 16617.503656 -67956.870924
0.077778 0.077194 0.011111 -123412.376970 -1086.286798 -9836.048848 -118579.341080 8954.059726 -60741.122634
0.100000 0.077194 0.011111 -127819.785550 15461.091574 26465.585546 -89883.773474 -21520.912628 -29961.036020
0.122222 0.077194 0.011111 -151320.694160 36958.195070 18792.764159 -118541.954260 17477.477340 -101948.400220
0.144444 0.077194 0.011111 -137292.201790 -8353.814602 -4595.131321 -87008.674948 -11953.495257 -70875.089484
0.166667 0.077194 0.011111 -154076.654870 -10349.220532 5788.130791 -104283.642100 -5753.059324 -26621.041241
0.188889 0.077194 0.011111 -118305.348960 17252.021403 -18030.099403 -108682.031060 -451.657120 -33639.668339
0.211111 0.077194 0.011111 -87266.623012 25311.117698 -22309.715052 -105781.201150 11846.835323 -79455.661107
0.233333 0.077194 0.011111 -63942.583176 402.161535 15946.476369 -111097.732900 2687.432503 -64237.491734
0.255556 0.077194 0.011111 -89126.613265 -16956.019155 21671.785190 -123303.519420 -15359.980865 -57920.137853
0.277778 0.077194 0.011111 -106516.479210 -17466.307908 20791.516324 -151479.761140 13252.837161 -74596.930802
0.300000 0.077194 0.011111 -108529.428040 25949.259004 -17489.276465 -74638.362748 -11153.186399 -45639.465187
0.322222 0.077194 0.011111 -117614.950260 8852.902256 -1540.962230 -86171.173897 -16745.858742 -81197.021279
0.344444 0.077194 0.011111 -161223.006510 37229.591477 22627.934284 -102038.012500 11714.188451 -47875.404060
0.366667 0.077194 0.011111 -148936.163830 20628.091689 28989.969491 -112907.425570 27619.238129 -69074.588747
0.388889 0.077194 0.011111 -41502.754493 8556.367133 -1694.089592 -147423.607050 21477.627000 -54991.309661
0.011111 0.099250 0.011111 -50697.851911 1917.442436 19602.526549 -92398.541197 -3004.562121 -76115.777680
0.033333 0.099250 0.011111 -157984.707050 -15132.711476 10337.239907 -135460.420480 -7827.688519 -80191.641382
0.055556 0.099250 0.011111 -147027.962830 1163.801957 12693.279386 -127462.726330 14661.049941 -21291.019882
0.077778 0.099250 0.011111 -117809.484480 -11991.878922 -1388.055460 -113985.335120 5867.958107 -36454.404919
0.100000 0.099250 0.011111 -144597.058200 27752.176637 11074.337346 -131836.259150 -62487.926589 -81225.208230
0.122222 0.099250 0.011111 -81093.256403 -394.334919 8550.374233 -104999.615940 9899.963633 -47839.575824
0.144444 0.099250 0.011111 -128761.213860 -4636.328788 4778.044156 -67812.072574 -5222.023558 -56239.408410
0.166667 0.099250 0.011111 -107330.450360 -17213.064510 -23813.986932 -103355.166360 12683.185770 -79880.713128
0.188889 0.099250 0.011111 -82404.551119 -40767.743339 -15148.786215 -103296.995580 -16038.290070 -82731.820160
0.211111 0.099250 0.011111 -104313.577210 7542.980365 -7759.851260 -97671.208304 14483.307525 -44575.613272
0.233333 0.099250 0.011111 -64202.121423 3151.408726 14854.292807 -114178.158150 22432.967862 -94308.515923
0.255556 0.099250 0.011111 -96567.710483 23199.974513 7741.017665 -103185.739240 6838.327736 -14717.367262
0.277778 0.099250 0.011111 -111978.791160 5159.107581 -19069.899282 -118813.158250 20710.137068 -81970.773610
0.300000 0.099250 0.011111 -153717.729370 -25333.618967 1138.364372 -113442.700960 1197.638571 -65596.967136
0.322222 0.099250 0.011111 -149047.042820 1208.573012 8021.946506 -76035.999289 6750.001260 -51598.890544
0.344444 0.099250 0.011111 -87729.651774 9944.523278 35188.289909 -127209.733570 3111.121154 -47127.010124
0.366667 0.099250 0.011111 -108770.822960 -4541.652733 24216.539471 -113225.030910 -16949.836185 -69794.544838
0.388889 0.099250 0.011111 -70521.468652 -13847.226096 -7286.999777 -115908.182650 34784.150671 -58628.162512
0.011111 0.121306 0.011111 -57976.201499 5166.854073 10017.348047 -107200.898900 -9013.956195 -38868.798211
0.033333 0.121306 0.011111 -98097.284267 13390.028124 -3576.892819 -119156.321480 10615.611933 -59337.312232
0.055556 0.121306 0.011111 -137156.946530 -23407.832765 -12915.772765 -109866.867110 -2497.708679 -61686.811867
0.077778 0.121306 0.011111 -101620.689240 4791.562431 9967.980841 -105133.607520 20606.410346 -53606.143103
0.100000 0.121306 0.011111 -142175.384780 1168.236009 19781.870552 -134834.500990 -24397.345100 -55486.575220
0.122222 0.121306 0.011111 -108948.091290 2372.606077 -1779.835132 -72134.038857 15089.519455 -69666.588349
0.144444 0.121306 0.011111 -85633.841990 13318.466145 4513.799159 -81394.853512 -12325.856266 -60426.568164
