# x y z sigma_xx sigma_xy sigma_xz sigma_yy sigma_yz sigma_zz
0.011111 0.011028 0.011111 -69530.191839 2206.011591 4682.407885 -117917.103510 -28429.803763 -64554.234335
0.033333 0.011028 0.011111 -107577.005730 -18280.828673 8418.556321 -123879.261200 -21064.865950 -42417.908980
0.055556 0.011028 0.011111 -93582.742831 23943.205252 4656.951373 -127697.214480 -18610.587962 -46995.443727
0.077778 0.011028 0.011111 -130858.792160 12477.889258 -371.564078 -116848.911530 -14100.645071 -48347.854499
0.100000 0.011028 0.011111 -113897.788210 23185.938461 -14425.439646 -111775.004070 -75286.715321 -34637.526179
0.122222 0.011028 0.011111 -97235.100035 2585.882439 2307.760835 -101039.753850 -25776.123831 -59412.844524
0.144444 0.011028 0.011111 -115162.689170 667.920197 18457.263161 -130921.038560 -29898.701224 -49344.513630
0.166667 0.011028 0.011111 -113125.793180 -18078.825676 28286.202897 -116817.338540 -26300.978371 -63680.046177
0.188889 0.011028 0.011111 -110256.291810 -2967.890993 40838.347584 -111458.831950 -18784.592513 -21458.143240
0.211111 0.011028 0.011111 -100500.990000 -8664.938614 566.461138 -117003.650070 -44345.991510 -23997.933361
0.233333 0.011028 0.011111 -73235.903714 27500.011672 18814.332171 -135389.454350 -26767.315834 -85657.631673
0.255556 0.011028 0.011111 -112818.344450 21926.543717 -26572.786312 -83864.905676 -7678.047416 -69496.960284
0.277778 0.011028 0.011111 -107099.302360 -30726.051317 446.684780 -114166.718880 -25366.629698 -31404.173139
0.300000 0.011028 0.011111 -88376.167013 -22370.924703 15395.844324 -87364.528014 -28633.090155 -39101.633500
0.322222 0.011028 0.011111 -95576.964036 -36746.867466 -33391.628724 -109494.190290 -57885.985079 -35087.996101
0.344444 0.011028 0.011111 -101214.478870 9005.536135 5641.096041 -98597.402911 -14693.988474 -57515.579660
0.366667 0.011028 0.011111 -118685.736950 10354.505665 6843.801680 -115594.131390 -17838.496289 -31946.417989
0.388889 0.011028 0.011111 -32548.641177 -21812.071141 -18431.370559 -108811.887670 -18443.179072 -65626.625059
0.011111 0.033083 0.011111 -46544.206254 16812.641520 9184.051756 -211263.751460 -18555.250292 -120521.681200
0.033333 0.033083 0.011111 -177246.508910 15493.372901 7921.545161 -190460.215110 -12297.735165 -73654.171625
0.055556 0.033083 0.011111 -179452.568620 7307.003755 -21032.808960 -254931.498950 6129.529130 -107279.458950
0.077778 0.033083 0.011111 -97609.172930 -1673.072538 -34474.516176 -205056.172780 -14858.537448 -98150.167210
0.100000 0.033083 0.011111 -154216.949590 -54926.501019 16475.635846 -215117.499500 -6916.763814 -114270.197990
0.122222 0.033083 0.011111 -170038.598180 13146.771523 -34224.392019 -183122.211390 -26997.854739 -47755.182602
0.144444 0.033083 0.011111 -161124.914700 6585.061591 9719.379051 -208007.411990 9600.218733 -88268.343320
0.166667 0.033083 0.011111 -160411.523390 12984.691593 4398.988436 -247113.386610 -21403.844431 -80059.473897
0.188889 0.033083 0.011111 -186781.731800 -3709.365185 -4029.826496 -209526.021420 9690.927721 -98235.581629
0.211111 0.033083 0.011111 -234824.967090 16120.071484 17350.426278 -256703.458540 -55652.175920 -107895.078240
0.233333 0.033083 0.011111 -261148.593200 -19155.987606 -10542.763366 -242987.230040 41770.168333 -112440.914190
0.255556 0.033083 0.011111 -191661.722560 11490.912059 -8282.970522 -196320.663700 1781.103748 -75521.586497
0.277778 0.033083 0.011111 -166017.337280 -11652.422316 -8929.659057 -177465.113400 14785.302838 -62277.948441
0.300000 0.033083 0.011111 -214475.576550 -9155.283880 -29138.605186 -263867.296250 -11113.011734 -80878.057273
0.322222 0.033083 0.011111 -219241.279720 22321.970756 -12207.487622 -189544.215340 -15161.049416 -113559.623950
0.344444 0.033083 0.011111 -168036.893720 11601.738141 14710.060908 -212171.807200 -14650.501360 -120417.770760
0.366667 0.033083 0.011111 -146273.528910 -2910.821828 29220.422519 -194032.159450 -2153.658223 -52485.017902
0.388889 0.033083 0.011111 -122740.192340 23514.870358 22259.764360 -229438.272010 11775.861954 -87992.738361
0.011111 0.055139 0.011111 -80327.562775 -12283.471551 -52.278575 -252138.200790 31139.797873 -104511.418780
0.033333 0.055139 0.011111 -134334.069540 7602.927304 14986.104500 -150632.042810 -1987.584681 -31514.155070
0.055556 0.055139 0.011111 -145114.137260 -20925.980618 40155.599664 -216252.359660 -372.352822 -73084.314405
0.077778 0.055139 0.011111 -155641.703650 7733.256283 -19981.026547 -236765.842130 -197.940748 -69576.900664
0.100000 0.055139 0.011111 -95256.021893 -6617.581998 -2886.090324 -191639.967690 15152.657620 -128491.491000
0.122222 0.055139 0.011111 -145533.845090 14870.462694 38901.840798 -187471.200040 -24098.968862 -88188.124160
0.144444 0.055139 0.011111 -192829.071230 -14534.234819 -53447.001449 -230195.974790 41913.761330 -105763.546790
0.166667 0.055139 0.011111 -181983.950980 27435.376253 -28657.365436 -212565.942490 -45970.060842 -121024.247940
0.188889 0.055139 0.011111 -182527.729660 13762.158880 28960.419291 -226809.955510 -12416.604361 -140568.706220
