# x y z sigma_xx sigma_xy sigma_xz sigma_yy sigma_yz sigma_zz
0.011111 0.011028 0.011111 -78057.664892 -3179.178913 11551.335071 -163316.722800 -47843.549925 -78950.477099
0.033333 0.011028 0.011111 -90317.256775 -7643.771487 -11847.580766 -157129.940730 -59659.061104 -53072.641687
0.055556 0.011028 0.011111 -88987.533921 28151.334792 -14291.382927 -175205.144450 -54012.084596 -44330.984100
0.077778 0.011028 0.011111 -130719.483290 -3686.681285 6117.513585 -142794.737660 -16977.062019 -47964.025153
0.100000 0.011028 0.011111 -109143.240060 29.897719 -13316.466535 -135309.895380 -67610.381874 -30865.581813
0.122222 0.011028 0.011111 -83485.565528 -15036.120086 -10793.710418 -143163.030290 -19086.417132 -67655.784215
0.144444 0.011028 0.011111 -120926.159470 6164.244749 -9968.221609 -157608.975180 -63688.203139 -49492.487996
0.166667 0.011028 0.011111 -93537.061667 -14574.550127 -1936.641582 -151198.265700 -16837.371080 -54860.616717
0.188889 0.011028 0.011111 -88281.168138 -16795.587659 43962.859386 -137325.843060 -25405.276216 -33476.768566
0.211111 0.011028 0.011111 -89540.804434 -16306.645969 21546.964208 -147783.689400 -13391.985804 -46797.771567
0.233333 0.011028 0.011111 -101901.292120 35529.129645 -1827.167694 -160564.297830 -27801.536922 -80562.854636
0.255556 0.011028 0.011111 -124572.218640 8585.388543 -17465.939715 -129162.448910 -1168.122514 -67653.255484
0.277778 0.011028 0.011111 -107159.074500 -38364.848470 81.260094 -159765.038170 -39666.850915 -23047.557795
0.300000 0.011028 0.011111 -70819.723487 -25047.583827 3650.642336 -128365.838030 -25084.910249 -75643.353005
0.322222 0.011028 0.011111 -104133.331860 -29574.912793 -31716.049467 -146430.262510 -46711.793460 -33460.520534
0.344444 0.011028 0.011111 -104086.910630 22788.661027 30969.622565 -138525.395770 -49727.303787 -57416.420617
0.366667 0.011028 0.011111 -123620.678390 20657.358615 2889.164293 -153122.028250 -27902.029452 -34348.241314
0.388889 0.011028 0.011111 -45330.483414 -25702.373918 -21428.603101 -136576.077130 -36728.376391 -69390.736567
0.011111 0.033083 0.011111 -64277.355548 21485.978463 -2352.619778 -283539.421020 -64539.498693 -113921.641210
0.033333 0.033083 0.011111 -225643.195630 16259.088157 -16863.645200 -287047.121750 4154.542912 -65044.548737
0.055556 0.033083 0.011111 -224916.287610 -11366.004537 -36605.817600 -366721.314980 -65220.409972 -126326.206720
0.077778 0.033083 0.011111 -177980.777050 10558.272777 -30342.479651 -238795.614830 3994.729988 -105891.870330
0.100000 0.033083 0.011111 -209923.145050 -44243.051282 14073.451619 -250819.554080 9866.101863 -123675.148260
0.122222 0.033083 0.011111 -202980.802860 -4121.042174 -59710.925880 -267084.523740 22840.620329 -55360.017611
0.144444 0.033083 0.011111 -164610.478260 7975.637705 36356.224722 -250691.671360 -8409.108519 -128562.954390
0.166667 0.033083 0.011111 -190825.890430 2254.188502 17506.232023 -333957.752650 649.523455 -67692.444642
0.188889 0.033083 0.011111 -198944.527800 10127.157798 -16595.611787 -262552.774350 -11727.508443 -94395.291139
0.211111 0.033083 0.011111 -235596.047360 30014.648174 -30939.579859 -354541.621810 10641.770311 -108544.588750
0.233333 0.033083 0.011111 -241835.425080 -46315.634834 19277.562627 -280880.808100 49873.135171 -85720.175986
0.255556 0.033083 0.011111 -174668.496970 -10701.421551 14340.399881 -273951.444660 29601.006438 -115861.867880
0.277778 0.033083 0.011111 -143335.619090 -22474.027842 -13201.379174 -218872.534100 -7766.177325 -50000.005943
0.300000 0.033083 0.011111 -239423.471350 22427.926198 -38839.438523 -349071.828900 21403.916729 -100070.761230
0.322222 0.033083 0.011111 -252689.806990 13981.167308 25494.403163 -262452.621460 -1091.249859 -99619.719008
0.344444 0.033083 0.011111 -223425.639890 6296.798533 -15650.729759 -287326.244900 -23600.235298 -107982.378580
0.366667 0.033083 0.011111 -167423.200850 -23924.625377 47131.178727 -242250.993870 9075.602087 -74428.223716
0.388889 0.033083 0.011111 -115799.611880 22129.187458 5611.339171 -289727.075520 -13506.663169 -90556.161405
0.011111 0.055139 0.011111 -122429.453250 -13054.476825 -15503.495617 -301056.650230 58643.407349 -107598.970510
0.033333 0.055139 0.011111 -189891.299830 4059.793593 -37685.659352 -217291.770240 15159.071286 -49456.693291
0.055556 0.055139 0.011111 -209807.418380 -1316.611106 8443.756458 -324043.316870 -44149.623152 -66858.509995
0.077778 0.055139 0.011111 -178824.026200 20412.949627 -14158.070290 -291217.085060 16930.751383 -111788.047080
0.100000 0.055139 0.011111 -140947.444930 -5006.447866 -23199.486992 -264466.542950 41080.172063 -140908.657720
0.122222 0.055139 0.011111 -147657.866040 17698.713935 45376.674162 -260236.152300 5860.110358 -78861.605748
0.144444 0.055139 0.011111 -198966.775460 626.928183 -53129.691687 -271934.123200 62589.751235 -92402.847342
0.166667 0.055139 0.011111 -188720.528370 20207.677705 -26209.981462 -287139.860360 -34893.706631 -137459.974230
0.188889 0.055139 0.011111 -209723.278190 -30972.153251 46080.693516 -306854.228220 22404.255316 -105047.743740
