# x y z sigma_xx sigma_xy sigma_xz sigma_yy sigma_yz sigma_zz
0.011111 0.011028 0.011111 -7753.857027 2923.874781 -5414.153049 -9952.411880 -1683.552840 -9833.485465
0.033333 0.011028 0.011111 -18373.359058 -1037.411338 -5257.914649 -12134.863080 -3077.442362 -9267.418611
0.055556 0.011028 0.011111 -21955.119608 -1434.055097 2116.650869 -13936.553519 334.907605 -6718.968829
0.077778 0.011028 0.011111 -23217.679712 -1703.020705 4481.276697 -12073.647598 -2034.593740 -9265.700885
0.100000 0.011028 0.011111 -25226.693804 2590.182192 -4828.078576 -17572.959205 -4799.200286 -13560.723242
0.122222 0.011028 0.011111 -22142.169716 1013.500144 -3885.791092 -13436.273531 -1390.596017 -14950.841237
0.144444 0.011028 0.011111 -22977.506777 1916.728710 118.841658 -12461.494297 -2890.931029 -12071.463644
0.166667 0.011028 0.011111 -22691.022233 -2322.736728 1311.722377 -9866.791348 -4113.012464 -9441.033331
0.188889 0.011028 0.011111 -23353.347039 1986.717461 6395.818255 -17920.498393 -3345.878084 -11605.919305
0.211111 0.011028 0.011111 -23312.556344 64.391462 2640.644278 -15815.061654 -5817.316482 -12897.182305
0.233333 0.011028 0.011111 -29034.451957 -234.746744 962.225716 -18545.111319 -4777.337392 -12200.798980
0.255556 0.011028 0.011111 -15667.516132 4398.416972 -3456.143552 -8561.023925 -459.225762 -12357.931047
0.277778 0.011028 0.011111 -28420.798712 -1407.023862 237.065126 -15270.278981 -6718.454812 -3833.781562
0.300000 0.011028 0.011111 -25174.032552 -2183.678310 -8102.562292 -13329.534131 -3030.771563 -12603.051104
0.322222 0.011028 0.011111 -27065.401929 4141.555144 -3770.715077 -4713.230966 -6676.834857 -18397.474377
0.344444 0.011028 0.011111 -28980.192295 424.582556 823.966400 -14896.021444 -265.769973 -13692.700243
0.366667 0.011028 0.011111 -29738.677198 364.327896 -2994.672096 -9053.870267 -2412.448579 -5808.988130
0.388889 0.011028 0.011111 -7473.752972 -4322.268452 357.122831 -16643.349584 5160.790631 -11456.902593
0.011111 0.033083 0.011111 -9691.445132 -6568.416087 3003.814880 -26087.638383 886.603439 -18839.121117
0.033333 0.033083 0.011111 -27809.316184 3148.408077 -4865.587922 -26083.230707 -2538.363390 -13517.680003
0.055556 0.033083 0.011111 -22510.061839 -942.281582 -186.335137 -16523.150379 -631.548767 -13563.057919
0.077778 0.033083 0.011111 -29457.072591 -3245.756944 571.986947 -32576.688430 -1780.105734 -22499.134158
0.100000 0.033083 0.011111 -27241.521210 -4081.250956 -1458.594014 -36213.602415 1059.137424 -18525.729246
0.122222 0.033083 0.011111 -24141.055187 2210.321710 -10204.809384 -27995.389766 3232.833691 -6603.075756
0.144444 0.033083 0.011111 -19336.801775 -1124.985363 -6961.409513 -13060.612237 -7156.283771 -9891.293140
0.166667 0.033083 0.011111 -22994.296902 2432.762607 -3830.257432 -29275.715188 -3157.706989 -22234.669152
0.188889 0.033083 0.011111 -30197.919645 -2426.226745 -7214.418045 -28915.906290 -865.372887 -16607.460931
0.211111 0.033083 0.011111 -30144.789524 4832.588641 1029.172220 -24655.293735 -11403.313874 -10311.479202
0.233333 0.033083 0.011111 -27892.952784 -2655.162189 -1974.616909 -29824.219384 2092.288820 -14834.083390
