# x y z sigma_xx sigma_xy sigma_xz sigma_yy sigma_yz sigma_zz
0.011111 0.011028 0.011111 -60144.027547 -382.696255 6020.179214 -93008.851186 -28243.882367 -63839.870415
0.033333 0.011028 0.011111 -100929.801540 -19541.331161 646.863326 -101839.038140 -20890.067924 -43253.857200
0.055556 0.011028 0.011111 -86216.116876 31364.061837 -9051.078519 -110565.596540 -11437.816146 -50734.428780
0.077778 0.011028 0.011111 -109953.032220 15175.810822 -1912.391716 -89390.448201 -37127.856608 -33601.035861
0.100000 0.011028 0.011111 -111770.283840 9001.457028 -2695.776117 -75606.789887 -72326.760980 -52490.793442
0.122222 0.011028 0.011111 -101459.175560 5163.683304 2342.938732 -76232.472915 -12289.543990 -58394.583465
0.144444 0.011028 0.011111 -127704.369480 426.110562 2264.478052 -99946.767204 -29366.139124 -72838.645098
0.166667 0.011028 0.011111 -129382.586520 -32248.200544 -19708.016565 -84160.557503 -19107.346745 -63889.706255
0.188889 0.011028 0.011111 -124554.093470 -7629.412819 2315.253863 -88374.815672 -25328.717844 -20128.674696
0.211111 0.011028 0.011111 -116727.477530 3625.164891 -9354.367781 -100312.645950 -11186.635621 -30983.974388
0.233333 0.011028 0.011111 -81340.999274 44572.549973 14431.933870 -117619.741490 -28230.686749 -74764.860116
0.255556 0.011028 0.011111 -97739.114107 30602.398280 -24011.933652 -61706.564110 -4171.034930 -59260.169140
0.277778 0.011028 0.011111 -92131.760929 -24821.637522 6618.562400 -113902.004700 -23881.939662 -59364.717110
0.300000 0.011028 0.011111 -89191.012849 -18734.584889 -7309.745614 -71839.197896 -33383.787541 -57861.211560
0.322222 0.011028 0.011111 -70361.367232 -16400.659445 -42.440443 -79314.192035 -45349.597507 -45714.449481
0.344444 0.011028 0.011111 -94607.990017 10451.379643 1969.095379 -92355.894042 -34915.081556 -83762.873977
0.366667 0.011028 0.011111 -98649.000554 -5725.838305 18815.536541 -89599.216758 -14349.089455 -19964.733222
0.388889 0.011028 0.011111 -41712.038798 -19685.906405 2078.260394 -84938.578136 -28511.751992 -56795.583612
0.011111 0.033083 0.011111 -63480.106126 -2089.644842 -3684.645765 -160793.907200 -11670.375360 -115094.631830
0.033333 0.033083 0.011111 -152383.681240 29875.337236 -1708.917553 -146320.520760 -1880.571751 -53221.824846
0.055556 0.033083 0.011111 -140902.346310 13354.695911 1526.376138 -197032.168030 16233.331167 -89913.929611
0.077778 0.033083 0.011111 -127133.613990 15621.881254 -17078.216872 -166793.497830 -28928.974083 -133586.651490
0.100000 0.033083 0.011111 -123794.810610 -16447.764905 -16030.857127 -157518.142710 -10295.216161 -107256.745250
0.122222 0.033083 0.011111 -137410.338010 9106.462533 -24785.837797 -139651.684060 -20420.827191 -39385.983435
0.144444 0.033083 0.011111 -119604.889590 6809.216614 8911.668311 -189655.721430 -21918.890403 -52271.405413
0.166667 0.033083 0.011111 -130094.732700 37640.575068 9365.066110 -156452.774390 -12148.187041 -88381.766682
0.188889 0.033083 0.011111 -181139.102590 2860.558702 7981.340970 -181350.965660 11887.161997 -106021.630260
0.211111 0.033083 0.011111 -225056.749640 16786.560893 18904.257598 -219270.614680 -26295.547714 -89711.140154
0.233333 0.033083 0.011111 -264349.555820 -51808.429953 -7219.256619 -218044.596070 29674.351819 -102585.658060
0.255556 0.033083 0.011111 -177432.080080 -26676.695563 9406.295713 -181325.423860 5865.234593 -59154.815121
0.277778 0.033083 0.011111 -125838.246660 -3198.455068 -15730.327324 -115998.891550 -215.255054 -41046.743720
0.300000 0.033083 0.011111 -189880.791360 -21286.450995 -42515.345723 -226481.442350 -14230.497967 -84185.223336
0.322222 0.033083 0.011111 -178730.106340 -17587.620074 -55740.709033 -146350.648220 -34238.711793 -88801.510944
