# x y z sigma_xx sigma_xy sigma_xz sigma_yy sigma_yz sigma_zz
0.011111 0.011028 0.011111 -67731.973140 -11400.300858 4809.627946 -168975.221540 -11877.315854 -68149.249932
0.033333 0.011028 0.011111 -140639.703640 -4436.428558 8705.030951 -153720.318560 -28631.661961 -47567.922032
0.055556 0.011028 0.011111 -144390.166360 -16499.335071 -29448.749097 -217284.171340 -18153.232576 -54965.916275
0.077778 0.011028 0.011111 -127811.664870 -2812.018235 -5986.716238 -136480.400220 -47897.385813 -19668.254353
0.100000 0.011028 0.011111 -184714.548880 14468.840817 -23922.521650 -146076.294000 -92726.426164 -49820.113604
0.122222 0.011028 0.011111 -142149.015030 14497.269369 -35484.246786 -168895.836590 -3437.927746 -69781.846782
0.144444 0.011028 0.011111 -136029.751980 15777.652162 27949.036461 -170773.354010 -55473.829482 -66891.882572
0.166667 0.011028 0.011111 -86951.211652 8988.880207 25498.634355 -154111.481080 -22964.312976 -51799.470510
0.188889 0.011028 0.011111 -129554.903690 -10058.536113 19273.050909 -164414.942360 -39415.789304 -40214.254609
0.211111 0.011028 0.011111 -113603.508700 -8503.591570 -13004.814804 -173255.225230 -51706.749113 -18596.982926
0.233333 0.011028 0.011111 -103274.432860 3003.734039 -6270.088659 -173002.289450 19665.088280 -95700.444628
0.255556 0.011028 0.011111 -146964.168530 28822.671520 -5897.182586 -138027.891000 17612.737740 -60180.698056
0.277778 0.011028 0.011111 -122697.796940 -32678.669843 -15581.225492 -190109.892790 1388.240652 -37771.334376
0.300000 0.011028 0.011111 -89483.022366 -28115.595641 8270.543376 -141989.748200 -51995.945237 -93719.730947
0.322222 0.011028 0.011111 -149596.258880 -17240.326921 -34467.508868 -166739.477970 -50858.418646 -65235.923334
0.344444 0.011028 0.011111 -91237.920796 12826.673201 2247.749540 -147580.852600 -15213.757780 -56078.312879
0.366667 0.011028 0.011111 -81945.021171 -5449.208102 36961.076022 -141842.161300 -36942.244553 -33870.953822
0.388889 0.011028 0.011111 -36480.799982 -8775.498213 -17210.499779 -134736.608600 -25369.162481 -74565.562102
0.011111 0.033083 0.011111 -33173.068551 3611.800876 -16007.449215 -297321.183930 -15735.056841 -127664.383770
0.033333 0.033083 0.011111 -139934.047490 6404.720307 -12903.399310 -292789.308380 25756.260995 -90658.401120
0.055556 0.033083 0.011111 -163848.246900 2702.079799 -29611.075870 -328161.468940 -32488.218763 -97503.530199
0.077778 0.033083 0.011111 -174125.289630 34993.896336 -15479.112180 -334189.472840 -16026.324985 -100631.799580
0.100000 0.033083 0.011111 -146324.067650 -15699.484136 -10498.716162 -277224.888400 -7600.112839 -104462.369000
0.122222 0.033083 0.011111 -181410.390100 -6993.311546 -50200.438974 -299214.837740 -7528.005587 -2421.192329
0.144444 0.033083 0.011111 -163480.683310 55164.027252 -6248.539788 -241828.728220 -12305.245580 -82787.034188
0.166667 0.033083 0.011111 -189418.216590 1990.899573 44578.554988 -366299.006870 -15563.561842 -29744.054914
0.188889 0.033083 0.011111 -134311.413680 -6983.102017 61678.704418 -306258.042700 -21411.864797 -106462.265890
0.211111 0.033083 0.011111 -191375.466570 72955.294197 28082.339299 -371312.282230 -44138.581756 -65237.294390
