0.0000000000e+00 0.0000000000e+00 0.0000000000e+00  
-2.4560835598e+03 0.0000000000e+00 0.0000000000e+00  
-3.2669743369e+03 0.0000000000e+00 0.0000000000e+00  
-3.0964368726e+03 0.0000000000e+00 0.0000000000e+00  
-3.3338882347e+03 0.0000000000e+00 0.0000000000e+00  
-3.3630970261e+03 0.0000000000e+00 0.0000000000e+00  
-3.1372767346e+03 0.0000000000e+00 0.0000000000e+00  
-2.4315962725e+03 0.0000000000e+00 0.0000000000e+00  
-2.0178346667e+03 0.0000000000e+00 0.0000000000e+00  
-2.1001951843e+03 0.0000000000e+00 0.0000000000e+00  
-2.3898254880e+03 0.0000000000e+00 0.0000000000e+00  
-2.6851733893e+03 0.0000000000e+00 0.0000000000e+00  
-2.8611933205e+03 0.0000000000e+00 0.0000000000e+00  
-2.8533165735e+03 0.0000000000e+00 0.0000000000e+00  
-2.8156812382e+03 0.0000000000e+00 0.0000000000e+00  
-2.6396859382e+03 0.0000000000e+00 0.0000000000e+00  
-2.4670196593e+03 0.0000000000e+00 0.0000000000e+00  
-2.5010211724e+03 0.0000000000e+00 0.0000000000e+00  
-2.5780436414e+03 0.0000000000e+00 0.0000000000e+00  
-2.7301211458e+03 0.0000000000e+00 0.0000000000e+00  
-2.8265687349e+03 0.0000000000e+00 0.0000000000e+00  
-2.8462965267e+03 0.0000000000e+00 0.0000000000e+00  
-2.8645689215e+03 0.0000000000e+00 0.0000000000e+00  
-2.8627404945e+03 0.0000000000e+00 0.0000000000e+00  
-2.8713257968e+03 0.0000000000e+00 0.0000000000e+00  
-2.8755072737e+03 0.0000000000e+00 0.0000000000e+00  
-2.9328928039e+03 0.0000000000e+00 0.0000000000e+00  
-3.0473684201e+03 0.0000000000e+00 0.0000000000e+00  
-3.1115249694e+03 0.0000000000e+00 0.0000000000e+00  
-3.1626273560e+03 0.0000000000e+00 0.0000000000e+00  
-3.2093249695e+03 0.0000000000e+00 0.0000000000e+00  
-3.2313222980e+03 0.0000000000e+00 0.0000000000e+00  
-3.2649006650e+03 0.0000000000e+00 0.0000000000e+00  
-3.3606760581e+03 0.0000000000e+00 0.0000000000e+00  
-3.4955414649e+03 0.0000000000e+00 0.0000000000e+00  
-3.5836861223e+03 0.0000000000e+00 0.0000000000e+00  
-3.6578629025e+03 0.0000000000e+00 0.0000000000e+00  
-3.7286884960e+03 0.0000000000e+00 0.0000000000e+00  
-3.7814926052e+03 0.0000000000e+00 0.0000000000e+00  
-3.8668951586e+03 0.0000000000e+00 0.0000000000e+00  
-4.0154123235e+03 0.0000000000e+00 0.0000000000e+00  
-4.1648865563e+03 0.0000000000e+00 0.0000000000e+00  
-4.2743511524e+03 0.0000000000e+00 0.0000000000e+00  
-4.3776571884e+03 0.0000000000e+00 0.0000000000e+00  
-4.4735781312e+03 0.0000000000e+00 0.0000000000e+00  
-4.5739791512e+03 0.0000000000e+00 0.0000000000e+00  
-4.7186912263e+03 0.0000000000e+00 0.0000000000e+00  
-4.9001648619e+03 0.0000000000e+00 0.0000000000e+00  
-5.0594522956e+03 0.0000000000e+00 0.0000000000e+00  
-5.1970530538e+03 0.0000000000e+00 0.0000000000e+00  
-5.3288295319e+03 0.0000000000e+00 0.0000000000e+00  
-5.4619285902e+03 0.0000000000e+00 0.0000000000e+00  
-5.6176280669e+03 0.0000000000e+00 0.0000000000e+00  
-5.8085389437e+03 0.0000000000e+00 0.0000000000e+00  
-6.0048714598e+03 0.0000000000e+00 0.0000000000e+00  
-6.1814427899e+03 0.0000000000e+00 0.0000000000e+00  
-6.3496603067e+03 0.0000000000e+00 0.0000000000e+00  
-6.5169230271e+03 0.0000000000e+00 0.0000000000e+00  
-6.6932536448e+03 0.0000000000e+00 0.0000000000e+00  
-6.8953203550e+03 0.0000000000e+00 0.0000000000e+00  
-7.1167041515e+03 0.0000000000e+00 0.0000000000e+00  
-7.3305695470e+03 0.0000000000e+00 0.0000000000e+00  
-7.5328414267e+03 0.0000000000e+00 0.0000000000e+00  
-7.7317306884e+03 0.0000000000e+00 0.0000000000e+00  
-7.9381901693e+03 0.0000000000e+00 0.0000000000e+00  
-8.1619364805e+03 0.0000000000e+00 0.0000000000e+00  
-8.4043544541e+03 0.0000000000e+00 0.0000000000e+00  
-8.6497344349e+03 0.0000000000e+00 0.0000000000e+00  
-8.8857621190e+03 0.0000000000e+00 0.0000000000e+00  
-9.1176810856e+03 0.0000000000e+00 0.0000000000e+00  
-9.3545195583e+03 0.0000000000e+00 0.0000000000e+00  
-9.6051431143e+03 0.0000000000e+00 0.0000000000e+00  
-9.8710522138e+03 0.0000000000e+00 0.0000000000e+00  
-1.0143305401e+04 0.0000000000e+00 0.0000000000e+00  
-1.0411051054e+04 0.0000000000e+00 0.0000000000e+00  
-1.0677030034e+04 0.0000000000e+00 0.0000000000e+00  
-1.0946813414e+04 0.0000000000e+00 0.0000000000e+00  
-1.1227804267e+04 0.0000000000e+00 0.0000000000e+00  
-1.1521777155e+04 0.0000000000e+00 0.0000000000e+00  
-1.1821400864e+04 0.0000000000e+00 0.0000000000e+00  
-1.2120301098e+04 0.0000000000e+00 0.0000000000e+00  
-1.2418667346e+04 0.0000000000e+00 0.0000000000e+00  
-1.2722078592e+04 0.0000000000e+00 0.0000000000e+00  
-1.3034316943e+04 0.0000000000e+00 0.0000000000e+00  
-1.3356747107e+04 0.0000000000e+00 0.0000000000e+00  
-1.3685828193e+04 0.0000000000e+00 0.0000000000e+00  
-1.4015781017e+04 0.0000000000e+00 0.0000000000e+00  
-1.4350306734e+04 0.0000000000e+00 0.0000000000e+00  
-1.4684198213e+04 0.0000000000e+00 0.0000000000e+00  
-1.5026499016e+04 0.0000000000e+00 0.0000000000e+00  
-1.5380765285e+04 0.0000000000e+00 0.0000000000e+00  
-1.5745005392e+04 0.0000000000e+00 0.0000000000e+00  
-1.6110118645e+04 0.0000000000e+00 0.0000000000e+00  
-1.6474522671e+04 0.0000000000e+00 0.0000000000e+00  
-1.6839868316e+04 0.0000000000e+00 0.0000000000e+00  
-1.7217936378e+04 0.0000000000e+00 0.0000000000e+00  
-1.7611672150e+04 0.0000000000e+00 0.0000000000e+00  
-1.8014605811e+04 0.0000000000e+00 0.0000000000e+00  
-1.8416527495e+04 0.0000000000e+00 0.0000000000e+00  
-1.8816103377e+04 0.0000000000e+00 0.0000000000e+00  
-1.9218702494e+04 0.0000000000e+00 0.0000000000e+00  
-1.9632819711e+04 0.0000000000e+00 0.0000000000e+00  
-2.0059700448e+04 0.0000000000e+00 0.0000000000e+00  
-2.0495547843e+04 0.0000000000e+00 0.0000000000e+00  
-2.0930896735e+04 0.0000000000e+00 0.0000000000e+00  
-2.1363652885e+04 0.0000000000e+00 0.0000000000e+00  
-2.1803053084e+04 0.0000000000e+00 0.0000000000e+00  
-2.2258217135e+04 0.0000000000e+00 0.0000000000e+00  
-2.2728325786e+04 0.0000000000e+00 0.0000000000e+00  
-2.3202590695e+04 0.0000000000e+00 0.0000000000e+00  
-2.3675268943e+04 0.0000000000e+00 0.0000000000e+00  
-2.4148036835e+04 0.0000000000e+00 0.0000000000e+00  
-2.4628770801e+04 0.0000000000e+00 0.0000000000e+00  
-2.5122665495e+04 0.0000000000e+00 0.0000000000e+00  
-2.5629186818e+04 0.0000000000e+00 0.0000000000e+00  
-2.6142410311e+04 0.0000000000e+00 0.0000000000e+00  
-2.6652654197e+04 0.0000000000e+00 0.0000000000e+00  
-2.7165585540e+04 0.0000000000e+00 0.0000000000e+00  
-2.7686545465e+04 0.0000000000e+00 0.0000000000e+00  
-2.8220654904e+04 0.0000000000e+00 0.0000000000e+00  
-2.8765144577e+04 0.0000000000e+00 0.0000000000e+00  
-2.9234025916e+04 0.0000000000e+00 0.0000000000e+00  
-2.9603898292e+04 0.0000000000e+00 0.0000000000e+00  
-2.9913534999e+04 0.0000000000e+00 0.0000000000e+00  
-3.0197930715e+04 0.0000000000e+00 0.0000000000e+00  
-3.0450937791e+04 0.0000000000e+00 0.0000000000e+00  
-3.0673633896e+04 0.0000000000e+00 0.0000000000e+00  
-3.0875206277e+04 0.0000000000e+00 0.0000000000e+00  
-3.1047307784e+04 0.0000000000e+00 0.0000000000e+00  
-3.1204358454e+04 0.0000000000e+00 0.0000000000e+00  
-3.1359264154e+04 0.0000000000e+00 0.0000000000e+00  
-3.1494563099e+04 0.0000000000e+00 0.0000000000e+00  
-3.1601539861e+04 0.0000000000e+00 0.0000000000e+00  
-3.1685522038e+04 0.0000000000e+00 0.0000000000e+00  
-3.1766859433e+04 0.0000000000e+00 0.0000000000e+00  
-3.1854188959e+04 0.0000000000e+00 0.0000000000e+00  
-3.1938485417e+04 0.0000000000e+00 0.0000000000e+00  
